artist,title,musicChart,year/decade
Ninho,Maman ne le sait pas,Apple Music,2017-2020
Charli XCX & Troye Sivan,1999,Apple Music,2017-2020
LP,Lost on You,Apple Music,2017-2020
Jonas Brothers,Only Human,Apple Music,2017-2020
Jah Khalib,Медина,Apple Music,2017-2020
JP Saxe,If The World Was Ending,Apple Music,2017-2020
Paulo Londra,Tal Vez,Apple Music,2017-2020
Apache 207,Roller,Apple Music,2017-2020
Lauv,"f**k, i'm lonely",Apple Music,2017-2020
Zara Larsson,Ruin My Life,Apple Music,2017-2020
A$AP Ferg,Plain Jane,Apple Music,2017-2020
Stormzy,Own It,Apple Music,2017-2020
SAINt JHN,Roses,Apple Music,2017-2020
T-Fest,Улети,Apple Music,2017-2020
Miley Cyrus,Mother's Daughter,Apple Music,2017-2020
Mustard,Ballin’,Apple Music,2017-2020
Justin Bieber,Sorry,Apple Music,2017-2020
Sebastián Yatra & Mau y Ricky,Ya No Tiene Novio,Apple Music,2017-2020
Bad Bunny,Estamos Bien,Apple Music,2017-2020
Don Toliver,No Idea,Apple Music,2017-2020
MATRANG,Медуза,Apple Music,2017-2020
Daddy Yankee ft Ozuna,La Rompe Corazones,Apple Music,2017-2020
Flipp Dinero,Leave Me Alone,Apple Music,2017-2020
周杰伦,晴天,Apple Music,2017-2020
Мальбэк,Гипнозы,Apple Music,2017-2020
MONGOL800,小さな恋のうた,Apple Music,2017-2020
Ozuna,Quiero Repetir,Apple Music,2017-2020
Kodak Black,Roll in Peace,Apple Music,2017-2020
Kehlani,Nights Like This,Apple Music,2017-2020
Taylor Swift,Cruel Summer,Apple Music,2017-2020
Justin Timberlake,Filthy,Apple Music,2017-2020
Piso 21,Me Llamas,Apple Music,2017-2020
Selena Gomez,Look At Her Now,Apple Music,2017-2020
Enrique Iglesias,EL BAÑO,Apple Music,2017-2020
田馥甄,小幸運,Apple Music,2017-2020
Ofenbach,Be Mine,Apple Music,2017-2020
5 Seconds of Summer,Easier,Apple Music,2017-2020
Drax Project,Woke Up Late,Apple Music,2017-2020
ONE OK ROCK,Wasted Nights,Apple Music,2017-2020
Dermot Kennedy,Outnumbered,Apple Music,2017-2020
ITZY,DALLA DALLA,Apple Music,2017-2020
Ella Mai,Boo'd Up,Apple Music,2017-2020
"David Guetta, Martin Garrix & Brooks",Like I Do,Apple Music,2017-2020
"Camilo, Pedro Capó",Tutu,Apple Music,2017-2020
LINKIN PARK,Heavy,Apple Music,2017-2020
Tom Walker,Just You and I,Apple Music,2017-2020
Michelle Williams,Tightrope,Apple Music,2017-2020
Juice WRLD,Robbery,Apple Music,2017-2020
SEKAI NO OWARI,RAIN,Apple Music,2017-2020
Shakira,Chantaje,Apple Music,2017-2020
Pop Pongkool,ภาพจำ,Apple Music,2017-2020
Skrillex & Poo Bear,Would You Ever,Apple Music,2017-2020
"Gucci Mane, Bruno Mars & Kodak Black",Wake Up in the Sky,Apple Music,2017-2020
"Dalex, Nicky Jam & Justin Quiles",Cuaderno,Apple Music,2017-2020
Taylor Swift,Call It What You Want,Apple Music,2017-2020
AJ Tracey,Ladbroke Grove,Apple Music,2017-2020
Aimer,カタオモイ,Apple Music,2017-2020
MEAN,หมายความว่าอะไร,Apple Music,2017-2020
CNCO & Yandel,Hey DJ,Apple Music,2017-2020
Eminem,Walk On Water,Apple Music,2017-2020
Capital Bra & Samra,Tilidin,Apple Music,2017-2020
Zion & Lennox,Otra Vez,Apple Music,2017-2020
Khalid,OTW,Apple Music,2017-2020
Ariana Grande,NASA,Apple Music,2017-2020
Coldplay,A Sky Full of Stars,Apple Music,2017-2020
薛之謙,演員,Apple Music,2017-2020
J Balvin,Reggaeton,Apple Music,2017-2020
Ninho,La vie qu'on mène,Apple Music,2017-2020
Ariana Grande,needy,Apple Music,2017-2020
Official髭男dism,115万キロのフィルム,Apple Music,2017-2020
Shakira & Maluma,Clandestino,Apple Music,2017-2020
周杰伦,等你下课,Apple Music,2017-2020
Ellie Goulding & Juice WRLD,Hate Me,Apple Music,2017-2020
菅田 将暉,まちがいさがし,Apple Music,2017-2020
Lil Wayne,Uproar,Apple Music,2017-2020
Justin Timberlake,CAN'T STOP THE FEELING!,Apple Music,2017-2020
Zedd & Katy Perry,365,Apple Music,2017-2020
Kanye West,Yikes,Apple Music,2017-2020
Nicki Minaj,Bed,Apple Music,2017-2020
Sofia Reyes,"1, 2, 3",Apple Music,2017-2020
周興哲,怎麼了,Apple Music,2017-2020
Troye Sivan,Strawberries & Cigarettes,Apple Music,2017-2020
Morat,Cuando Nadie Ve,Apple Music,2017-2020
Jason Derülo,If I'm Lucky,Apple Music,2017-2020
Dadju,Reine,Apple Music,2017-2020
Polycat,อาวรณ์,Apple Music,2017-2020
Shawn Mendes,Lost in Japan,Apple Music,2017-2020
ZAYN & Zhavia Ward,A Whole New World,Apple Music,2017-2020
Damso,Θ. Macarena,Apple Music,2017-2020
Nico Santos,Rooftop,Apple Music,2017-2020
G-Eazy & Kehlani,Good Life,Apple Music,2017-2020
"Sech, Justin Quiles & Maluma",Que Más Pues,Apple Music,2017-2020
周杰伦,七里香,Apple Music,2017-2020
CNCO & Little Mix,Reggaetón Lento,Apple Music,2017-2020
Niska,Médicament,Apple Music,2017-2020
Kendrick Lamar,LOYALTY.,Apple Music,2017-2020
Naomi Scott,Speechless,Apple Music,2017-2020
Jax Jones & Mabel,Ring Ring,Apple Music,2017-2020
Rammstein,DEUTSCHLAND,Apple Music,2017-2020
Ariana Grande,Santa Tell Me,Apple Music,2017-2020
Years & Years,If You're Over Me,Apple Music,2017-2020
ジャスティン・ビーバー,Sorry,Apple Music,2017-2020
Banx & Ranx & Ella Eyre,Answerphone,Apple Music,2017-2020
"21 Savage, Offset & Metro Boomin",Ghostface Killers,Apple Music,2017-2020
BTS,DNA,Apple Music,2017-2020
Summer Cem & Bausa,Casanova,Apple Music,2017-2020
Stefflon Don & French Montana,Hurtin' Me,Apple Music,2017-2020
Billie Eilish,come out and play,Apple Music,2017-2020
Dalex,Pa Mí,Apple Music,2017-2020
James Arthur,Empty Space,Apple Music,2017-2020
Jax Jones,You Don't Know Me,Apple Music,2017-2020
Dadju,Bob Marley,Apple Music,2017-2020
Metro Boomin,10 Freaky Girls,Apple Music,2017-2020
Joey Montana & Sebastian Yatra,Suena El Dembow,Apple Music,2017-2020
MARKUL & Oxxxymiron,Fata Morgana,Apple Music,2017-2020
Eminem,Fall,Apple Music,2017-2020
J. Cole,KOD,Apple Music,2017-2020
Lewis Capaldi,Grace,Apple Music,2017-2020
Felipe Peláez & Maluma,Vivo Pensando en Ti,Apple Music,2017-2020
Karol G & Bad Bunny,Ahora Me Llama,Apple Music,2017-2020
"Farruko, Bad Bunny & Ozuna",Diles,Apple Music,2017-2020
MK,17,Apple Music,2017-2020
Mahmood,Soldi,Apple Music,2017-2020
BTS,DNA,Apple Music,2017-2020
SZA,The Weekend,Apple Music,2017-2020
EXO,Ko Ko Bop,Apple Music,2017-2020
Леша Свик,Малиновый свет,Apple Music,2017-2020
Eminem,Godzilla,Apple Music,2017-2020
Liam Payne & J Balvin,Familiar,Apple Music,2017-2020
欅坂46,ガラスを割れ,Apple Music,2017-2020
Manuel Turizo,Esperándote,Apple Music,2017-2020
Ninho,Goutte d’eau,Apple Music,2017-2020
"Jay Rock, Kendrick Lamar, Future, James Blake",King's Dead,Apple Music,2017-2020
Lil Uzi Vert,Sanguine Paradise,Apple Music,2017-2020
Taylor Swift,The Archer,Apple Music,2017-2020
Palmy,ซ่อนกลิ่น,Apple Music,2017-2020
Steve Aoki,Waste It on Me,Apple Music,2017-2020
Luis Fonsi,Imposible,Apple Music,2017-2020
Eminem,Venom,Apple Music,2017-2020
MERO,Baller los,Apple Music,2017-2020
Mario Bautista,Baby Girl,Apple Music,2017-2020
Тима Белорусских,Витаминка,Apple Music,2017-2020
John Mayer,New Light,Apple Music,2017-2020
Official髭男dism,Pretender,Apple Music,2017-2020
Rauw Alejandro & Farruko,Fantasías,Apple Music,2017-2020
Gesaffelstein & The Weeknd,Lost in the Fire,Apple Music,2017-2020
Hailee Steinfeld & BloodPop®,Capital Letters,Apple Music,2017-2020
Элджей,Минимал,Apple Music,2017-2020
Capital Bra,Melodien,Apple Music,2017-2020
五月天,後來的我們,Apple Music,2017-2020
Luis Miguel,Ahora Te Puedes Marchar,Apple Music,2017-2020
back number,高嶺の花子さん,Apple Music,2017-2020
KAROL G & Nicki Minaj,Tusa,Apple Music,2017-2020
Anuel AA,Ella Quiere Beber,Apple Music,2017-2020
Camila Cabello,Real Friends,Apple Music,2017-2020
P!nk,Beautiful Trauma,Apple Music,2017-2020
MISIA,アイノカタチ,Apple Music,2017-2020
Bad Bunny,NI BIEN NI MAL,Apple Music,2017-2020
Capital Bra,One Night Stand,Apple Music,2017-2020
Drake & Michael Jackson,Don't Matter To Me,Apple Music,2017-2020
Ariana Grande,fake smile,Apple Music,2017-2020
Coldplay,Orphans,Apple Music,2017-2020
Wiz Khalifa,See You Again,Apple Music,2017-2020
The Chainsmokers,Side Effects,Apple Music,2017-2020
"Quality Control, Lil Baby & DaBaby",Baby,Apple Music,2017-2020
Rauf & Faik,Детство,Apple Music,2017-2020
Alma,Chasing Highs,Apple Music,2017-2020
Lil Uzi Vert,The Way Life Goes,Apple Music,2017-2020
Drake,Emotionless,Apple Music,2017-2020
Juju,Vermissen,Apple Music,2017-2020
Christian Nodal,No Te Contaron Mal,Apple Music,2017-2020
ONE OK ROCK,The Beginning,Apple Music,2017-2020
Eminem,Killshot,Apple Music,2017-2020
Dan + Shay,Tequila,Apple Music,2017-2020
Ezhel,Geceler,Apple Music,2017-2020
ジャスティン・ビーバー,Love Yourself,Apple Music,2017-2020
Morat & Juanes,Besos En Guerra,Apple Music,2017-2020
Мальбэк,Равнодушие,Apple Music,2017-2020
Miley Cyrus,Slide Away,Apple Music,2017-2020
A-Lin,有一種悲傷,Apple Music,2017-2020
Christian Nodal,Adiós Amor,Apple Music,2017-2020
BLACKPINK,Really,Apple Music,2017-2020
Yo Gotti,Rake It Up,Apple Music,2017-2020
Ed Sheeran,Best Part of Me,Apple Music,2017-2020
ONE OK ROCK,We are,Apple Music,2017-2020
Taylor Swift,Style,Apple Music,2017-2020
Shawn Mendes,Treat You Better,Apple Music,2017-2020
Ricky Martin,Vente Pa' Ca,Apple Music,2017-2020
Zivert,Зелёные волны,Apple Music,2017-2020
Jess Glynne,All I Am,Apple Music,2017-2020
Feduk,Моряк,Apple Music,2017-2020
Amy Shark,I Said Hi,Apple Music,2017-2020
Atom Chanakan,Good Morning Teacher,Apple Music,2017-2020
Official髭男dism,宿命,Apple Music,2017-2020
Manuel Turizo,Culpables,Apple Music,2017-2020
Meduza & Goodboys,Piece Of Your Heart,Apple Music,2017-2020
Skylar Grey,Everything I Need,Apple Music,2017-2020
あいみょん,ハルノヒ,Apple Music,2017-2020
Calboy,Envy Me,Apple Music,2017-2020
YG,Big Bank,Apple Music,2017-2020
Lil Baby,Pure Cocaine,Apple Music,2017-2020
"Reik, J Balvin & Lalo Ebratt",Indeciso,Apple Music,2017-2020
[Alexandros],ワタリドリ,Apple Music,2017-2020
Ed Sheeran,Remember The Name,Apple Music,2017-2020
Lauren Daigle,You Say,Apple Music,2017-2020
Julia Michaels,Issues,Apple Music,2017-2020
Post Malone,Paranoid,Apple Music,2017-2020
Idina Menzel & AURORA,Into the Unknown,Apple Music,2017-2020
Sido,Tausend Tattoos,Apple Music,2017-2020
Takagi & Ketra,Amore e Capoeira,Apple Music,2017-2020
椎名林檎,丸ノ内サディスティック,Apple Music,2017-2020
Anne-Marie,Ciao Adios,Apple Music,2017-2020
우원재,시차,Apple Music,2017-2020
岑寧兒,追光者,Apple Music,2017-2020
"Lil Baby, Gunna & Drake",Never Recover,Apple Music,2017-2020
Ozuna,Ibiza,Apple Music,2017-2020
Kesha,Praying,Apple Music,2017-2020
BLACKPINK,마지막처럼 (AS IF IT'S YOUR LAST),Apple Music,2017-2020
MOMOLAND,Bboom Bboom,Apple Music,2017-2020
Joel Corry,Sorry,Apple Music,2017-2020
The Toys,หน้าหนาวที่แล้ว,Apple Music,2017-2020
Jah Khalib,Лейла,Apple Music,2017-2020
"Austyn Johnson, Cameron Seely & Hugh Jackman",A Million Dreams,Apple Music,2017-2020
Offset,Clout ft. Cardi B,Apple Music,2017-2020
헤이즈,비도 오고 그래서,Apple Music,2017-2020
Myke Towers & Farruko,Si Se Da,Apple Music,2017-2020
Khalid,Suncity,Apple Music,2017-2020
Post Malone,Spoil My Night,Apple Music,2017-2020
Halsey,Bad At Love,Apple Music,2017-2020
XXXTENTACION,BAD!,Apple Music,2017-2020
KAZKA,ПЛАКАЛА,Apple Music,2017-2020
あいみょん,ふたりの世界,Apple Music,2017-2020
Скриптонит,Цепи,Apple Music,2017-2020
Sam Smith,One Last Song,Apple Music,2017-2020
BTS,Make It Right,Apple Music,2017-2020
Jess Glynne,Thursday,Apple Music,2017-2020
DaBaby,VIBEZ,Apple Music,2017-2020
Queen,Somebody to Love,Apple Music,2017-2020
CYGO,Panda E,Apple Music,2017-2020
Dave & Fredo,Funky Friday,Apple Music,2017-2020
BLACKPINK,BOOMBAYAH,Apple Music,2017-2020
欅坂46,サイレントマジョリティー,Apple Music,2017-2020
Mabel,Finders Keepers,Apple Music,2017-2020
Kenny Man,Ni Gucci Ni Prada,Apple Music,2017-2020
EXO,Love Shot,Apple Music,2017-2020
6ix9ine,MAMA,Apple Music,2017-2020
HammAli & Navai,Прятки,Apple Music,2017-2020
田馥甄,小幸运,Apple Music,2017-2020
GAYAZOV$ BROTHER$,До встречи на танцполе,Apple Music,2017-2020
Martin Solveig,All Stars,Apple Music,2017-2020
Sigala & Becky Hill,Wish You Well,Apple Music,2017-2020
Troye Sivan,My My My,Apple Music,2017-2020
KitschKrieg,Standard,Apple Music,2017-2020
Kaleo,Way Down We Go,Apple Music,2017-2020
Ozuna,El Farsante,Apple Music,2017-2020
Bramsito,Sale mood,Apple Music,2017-2020
Valentino,Bésame,Apple Music,2017-2020
Cosculluela,Madura,Apple Music,2017-2020
アヴィーチー,Wake Me Up,Apple Music,2017-2020
Alan Walker,Darkside,Apple Music,2017-2020
ONE OK ROCK,完全感覚Dreamer,Apple Music,2017-2020
Drake,Elevate,Apple Music,2017-2020
6LACK,Pretty Little Fears,Apple Music,2017-2020
Post Malone,Rich & Sad,Apple Music,2017-2020
Shakira,Me Enamoré,Apple Music,2017-2020
Cardi B,Be Careful,Apple Music,2017-2020
Kevin Roldán,PPP,Apple Music,2017-2020
Clean Bandit,Baby,Apple Music,2017-2020
Sam Smith,Pray,Apple Music,2017-2020
Dadju,Jaloux,Apple Music,2017-2020
Freya Ridings,Lost Without You,Apple Music,2017-2020
Loud Luxury & Bryce Vine,I'm Not Alright,Apple Music,2017-2020
Selena Gomez,Rare,Apple Music,2017-2020
EXO,Tempo,Apple Music,2017-2020
Lil Baby,Woah,Apple Music,2017-2020
Loboda,SuperSTAR,Apple Music,2017-2020
Anuel AA,Ella Quiere Beber (Remix) ft. Romeo Santos,Apple Music,2017-2020
The TOYS,ลาลาลอย,Apple Music,2017-2020
米津玄師,Lemon,Apple Music,2017-2020
City Girls,Act Up,Apple Music,2017-2020
MiyaGi,Captain,Apple Music,2017-2020
"Abraham Mateo, Farruko & Christian Daniel",Loco Enamorado,Apple Music,2017-2020
NSG,Options,Apple Music,2017-2020
Raf Camora,Primo,Apple Music,2017-2020
Alle Farben & ILIRA,Fading,Apple Music,2017-2020
Tiësto & Mabel,God Is a Dancer,Apple Music,2017-2020
"Capital Bra, Samra & Lea",110,Apple Music,2017-2020
DJ Khaled,Wish Wish,Apple Music,2017-2020
マルーン5,What Lovers Do,Apple Music,2017-2020
Егор Крид,Потрачу,Apple Music,2017-2020
Lil Wayne,Mona Lisa,Apple Music,2017-2020
Ozuna,Tu Foto,Apple Music,2017-2020
Cheat Codes & Little Mix,Only You,Apple Music,2017-2020
Lomepal,Trop beau,Apple Music,2017-2020
BLACKPINK,PLAYING WITH FIRE,Apple Music,2017-2020
레드벨벳,빨간 맛 Red Flavor,Apple Music,2017-2020
Адлер Коцба & Timran,Запах моей женщины,Apple Music,2017-2020
Drake,Can't Take a Joke,Apple Music,2017-2020
Post Malone,On the Road,Apple Music,2017-2020
Major Lazer,Cold Water,Apple Music,2017-2020
G-DRAGON,"무제 無題 Untitled, 2014",Apple Music,2017-2020
Alan Walker,Alone,Apple Music,2017-2020
El Profesor,Bella Ciao,Apple Music,2017-2020
J Balvin,Ambiente,Apple Music,2017-2020
"ScHoolboy Q, 2 Chainz, Saudi",X,Apple Music,2017-2020
Leslie Grace & Noriel,Duro y Suave,Apple Music,2017-2020
Migos,Slippery,Apple Music,2017-2020
"Machine Gun Kelly, X Ambassadors & Bebe Rexha",Home,Apple Music,2017-2020
ToNick,長相廝守,Apple Music,2017-2020
Taylor Swift,Welcome To New York,Apple Music,2017-2020
Macklemore,Good Old Days,Apple Music,2017-2020
Lil Baby,Close Friends,Apple Music,2017-2020
ITZY,ICY,Apple Music,2017-2020
SHISHAMO,明日も,Apple Music,2017-2020
J Hus,Did You See,Apple Music,2017-2020
F.HERO,เสือสิ้นลาย,Apple Music,2017-2020
"John Lennon, The Harlem Community Choir, The Plastic Ono Band & Yoko Ono",Happy Xmas,Apple Music,2017-2020
Rita Ora,Girls,Apple Music,2017-2020
Jony,Аллея,Apple Music,2017-2020
Banda Sinaloense MS de Sergio Lizarraga,El Color de Tus Ojos,Apple Music,2017-2020
"M.O, Lotto Boyzz & Mr Eazi",Bad Vibe,Apple Music,2017-2020
林俊傑,可惜沒如果,Apple Music,2017-2020
Taylor Swift,I Forgot That You Existed,Apple Music,2017-2020
Diplo & Jonas Brothers,Lonely,Apple Music,2017-2020
Summer Walker & Usher,Come Thru,Apple Music,2017-2020
Ritviz,Udd Gaye,Apple Music,2017-2020
Calum Scott,Dancing on My Own,Apple Music,2017-2020
"Ozuna, Daddy Yankee & J Balvin",Baila Baila Baila,Apple Music,2017-2020
Niall Horan,Too Much to Ask,Apple Music,2017-2020
Yungen,Bestie,Apple Music,2017-2020
Apache 207,200 km/h,Apple Music,2017-2020
BTS,작은 것들을 위한 시,Apple Music,2017-2020
Samra & Capital Bra,Wieder Lila,Apple Music,2017-2020
Post Malone,Go Flex,Apple Music,2017-2020
MARUV & Boosin,Drunk Groove,Apple Music,2017-2020
Дима Билан,Держи,Apple Music,2017-2020
ACTART,นอกจากชื่อฉัน,Apple Music,2017-2020
Capo Plaza,Tesla,Apple Music,2017-2020
Ariana Grande,bad idea,Apple Music,2017-2020
Avril Lavigne,Head Above Water,Apple Music,2017-2020
Salmo,IL CIELO NELLA STANZA,Apple Music,2017-2020
CNCO & Little Mix,Reggaetón Lento,Apple Music,2017-2020
Nissy(西島隆弘),トリコ,Apple Music,2017-2020
Luke Combs,Beautiful Crazy,Apple Music,2017-2020
"Sigala, Ella Eyre & Meghan Trainor",Just Got Paid,Apple Music,2017-2020
マルーン5,Sugar,Apple Music,2017-2020
Miguel,Sky Walker,Apple Music,2017-2020
LANY,Super Far,Apple Music,2017-2020
Sean Paul & J Balvin,Contra La Pared,Apple Music,2017-2020
Eminem,Greatest,Apple Music,2017-2020
Aya Nakamura,La dot,Apple Music,2017-2020
Монеточка,Каждый раз,Apple Music,2017-2020
Travis Scott,CAN'T SAY,Apple Music,2017-2020
Khalid,My Bad,Apple Music,2017-2020
T-Fest & Скриптонит,Ламбада,Apple Music,2017-2020
Shawn Mendes,Lost in Japan,Apple Music,2017-2020
A Boogie wit da Hoodie,Startender,Apple Music,2017-2020
benny blanco & Calvin Harris,I Found You,Apple Music,2017-2020
Bad Bunny,Soy Peor,Apple Music,2017-2020
Logic,Homicide,Apple Music,2017-2020
Capital Bra,Benzema,Apple Music,2017-2020
The Killers,Mr. Brightside,Apple Music,2017-2020
Kian,Waiting,Apple Music,2017-2020
Sech,Si Te Vas,Apple Music,2017-2020
Bad Bunny,Vete,Apple Music,2017-2020
The Weeknd,Wasted Times,Apple Music,2017-2020
周興哲,"你,好不好(TVBS連續劇【遺憾拼圖】片尾曲)",Apple Music,2017-2020
Maître Gims & Maluma,Hola Señorita,Apple Music,2017-2020
乃木坂46,シンクロニシティ,Apple Music,2017-2020
Post Malone,White Iverson,Apple Music,2017-2020
Sebastián Yatra,No Hay Nadie Más,Apple Music,2017-2020
로이킴,그때 헤어지면 돼,Apple Music,2017-2020
周杰伦,夜曲,Apple Music,2017-2020
アヴィーチー,Waiting For Love,Apple Music,2017-2020
Kygo & Ellie Goulding,First Time,Apple Music,2017-2020
Ninho,Putana,Apple Music,2017-2020
Vegedream,Elle est bonne sa mère,Apple Music,2017-2020
YNW Melly,Mixed Personalities,Apple Music,2017-2020
李榮浩,年少有為,Apple Music,2017-2020
YK Osiris,Worth It,Apple Music,2017-2020
Dear Jane,哪裡只得我共你,Apple Music,2017-2020
Sebastian Yatra,No Hay Nadie Más,Apple Music,2017-2020
Eminem,Not Alike,Apple Music,2017-2020
Charli XCX,Boys,Apple Music,2017-2020
茄子蛋,浪子回頭,Apple Music,2017-2020
George Ezra,Hold My Girl,Apple Music,2017-2020
Jorge & Mateus,Propaganda,Apple Music,2017-2020
方皓玟,假使世界原來不像你預期,Apple Music,2017-2020
Alan Walker & Sophia Somajo,Diamond Heart,Apple Music,2017-2020
Mau y Ricky & Camilo,La Boca,Apple Music,2017-2020
PNL,Au DD,Apple Music,2017-2020
欅坂46,風に吹かれても,Apple Music,2017-2020
Koba laD,RR 9.1,Apple Music,2017-2020
"Myke Towers, Farruko & Arcángel",Si Se Da,Apple Music,2017-2020
Migos,Notice Me,Apple Music,2017-2020
Allj & Feduk,Розовое вино,Apple Music,2017-2020
Niall Horan,Nice to Meet Ya,Apple Music,2017-2020
M-22,First Time,Apple Music,2017-2020
Ultimo,Pianeti,Apple Music,2017-2020
乃木坂46,帰り道は遠回りしたくなる,Apple Music,2017-2020
Dave,No Words,Apple Music,2017-2020
Polycat,ดูดี,Apple Music,2017-2020
Niska,Salé,Apple Music,2017-2020
back number,ハッピーエンド,Apple Music,2017-2020
BLACKPINK,뚜두뚜두 (DDU-DU DDU-DU),Apple Music,2017-2020
Mrs. GREEN APPLE,ロマンチシズム,Apple Music,2017-2020
5 Seconds of Summer,Teeth,Apple Music,2017-2020
Billie Eilish,ilomilo,Apple Music,2017-2020
鄧紫棋,光年之外,Apple Music,2017-2020
Елена Темникова,Не модные,Apple Music,2017-2020
Halsey,Nightmare,Apple Music,2017-2020
Major Lazer,Particula,Apple Music,2017-2020
Migos,Narcos,Apple Music,2017-2020
Juice WRLD,All Girls Are the Same,Apple Music,2017-2020
Lipta,หมอกร้าย,Apple Music,2017-2020
Stephanie Poetri,I Love You 3000,Apple Music,2017-2020
Mark Ronson,Find U Again,Apple Music,2017-2020
Miyagi & Эндшпиль,In Love,Apple Music,2017-2020
The Prince Karma,Later Bitches,Apple Music,2017-2020
Luke Combs,Beer Never Broke My Heart,Apple Music,2017-2020
Ezhel,İmkansızım,Apple Music,2017-2020
